age,job,marital,education,housing,loan,month,day_of_week,campaign,pdays,previous,poutcome,cons.conf.idx,euribor3m,nr.employed,y
42.0,technician,married,high.school,no,no,may,mon,1,999,0,nonexistent,-36.4,4.857,5191.0,no
43.0,admin.,divorced,basic.9y,no,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,admin.,married,university.degree,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
27.0,blue-collar,single,basic.6y,no,no,may,mon,1,999,0,nonexistent,-36.4,4.857,5191.0,no
34.0,self-employed,single,university.degree,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
31.0,student,single,university.degree,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
54.0,management,divorced,university.degree,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
40.0,self-employed,married,basic.4y,no,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
52.0,unemployed,married,high.school,yes,no,may,mon,1,999,0,nonexistent,-36.4,4.857,5191.0,no
47.0,management,divorced,university.degree,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
49.0,housemaid,married,basic.9y,no,no,may,mon,1,999,0,nonexistent,-36.4,4.857,5191.0,no
32.0,admin.,single,high.school,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
49.0,housemaid,single,high.school,yes,yes,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
50.0,blue-collar,married,basic.9y,no,no,may,mon,1,999,0,nonexistent,-36.4,4.857,5191.0,no
34.0,services,married,high.school,no,no,may,mon,1,999,0,nonexistent,-36.4,4.857,5191.0,no
55.0,blue-collar,married,basic.4y,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
47.0,technician,single,basic.9y,no,no,may,mon,4,999,0,nonexistent,-36.4,4.857,5191.0,no
51.0,retired,married,professional.course,no,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
47.0,blue-collar,married,basic.6y,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
56.0,technician,married,basic.4y,yes,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
53.0,admin.,married,basic.9y,no,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
36.0,blue-collar,married,basic.9y,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,blue-collar,divorced,basic.9y,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
44.0,blue-collar,divorced,basic.6y,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
39.0,housemaid,married,basic.9y,yes,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,yes
37.0,admin.,single,high.school,yes,yes,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
60.0,blue-collar,married,unknown,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
36.0,services,married,high.school,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,management,divorced,university.degree,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
31.0,admin.,married,high.school,yes,yes,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
53.0,technician,divorced,professional.course,no,yes,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
45.0,blue-collar,married,basic.4y,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
37.0,technician,single,professional.course,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
47.0,self-employed,married,professional.course,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
49.0,blue-collar,divorced,high.school,no,yes,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
36.0,admin.,married,university.degree,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
35.0,services,divorced,high.school,no,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
38.0,unknown,married,unknown,no,no,may,mon,4,999,0,nonexistent,-36.4,4.857,5191.0,no
38.0,services,single,high.school,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
50.0,blue-collar,divorced,high.school,no,yes,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
59.0,retired,married,professional.course,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
43.0,unknown,married,unknown,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,admin.,married,high.school,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
40.0,admin.,married,basic.6y,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
46.0,blue-collar,married,unknown,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
57.0,housemaid,divorced,basic.4y,yes,yes,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,admin.,married,university.degree,yes,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
41.0,blue-collar,married,basic.4y,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
54.0,management,divorced,university.degree,yes,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
27.0,admin.,single,university.degree,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
36.0,admin.,married,high.school,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
58.0,blue-collar,married,professional.course,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
40.0,management,married,university.degree,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
34.0,admin.,single,basic.9y,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
33.0,admin.,divorced,high.school,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
56.0,retired,married,basic.6y,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,blue-collar,married,basic.9y,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
43.0,services,married,high.school,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
54.0,management,single,basic.9y,yes,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
53.0,admin.,single,basic.6y,yes,yes,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,technician,single,unknown,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
40.0,services,married,basic.6y,no,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
54.0,technician,married,professional.course,yes,yes,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
40.0,housemaid,single,professional.course,no,no,may,mon,4,999,0,nonexistent,-36.4,4.857,5191.0,no
26.0,admin.,single,university.degree,yes,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
33.0,admin.,married,high.school,no,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
35.0,blue-collar,married,basic.9y,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
36.0,admin.,married,high.school,no,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
29.0,services,single,high.school,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
36.0,blue-collar,married,basic.9y,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
35.0,management,married,high.school,yes,no,may,mon,5,999,0,nonexistent,-36.4,4.857,5191.0,no
50.0,self-employed,single,university.degree,no,yes,may,mon,5,999,0,nonexistent,-36.4,4.857,5191.0,no
46.0,services,married,high.school,yes,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
49.0,entrepreneur,married,high.school,yes,no,may,mon,4,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,technician,single,professional.course,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
36.0,blue-collar,single,high.school,yes,yes,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
55.0,blue-collar,married,basic.9y,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
41.0,management,married,university.degree,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
57.0,management,married,professional.course,yes,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
32.0,services,single,high.school,yes,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
49.0,admin.,married,basic.9y,no,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
57.0,unknown,married,unknown,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
58.0,blue-collar,divorced,basic.4y,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
52.0,technician,married,high.school,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
50.0,services,divorced,professional.course,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
41.0,blue-collar,single,basic.9y,yes,no,may,mon,4,999,0,nonexistent,-36.4,4.857,5191.0,no
33.0,entrepreneur,married,university.degree,yes,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
57.0,blue-collar,married,basic.4y,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
48.0,blue-collar,married,basic.6y,no,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
55.0,technician,married,professional.course,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
38.0,management,married,university.degree,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
38.0,services,married,high.school,yes,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
53.0,admin.,married,university.degree,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
43.0,unemployed,single,university.degree,no,no,may,mon,4,999,0,nonexistent,-36.4,4.857,5191.0,no
36.0,blue-collar,single,high.school,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
32.0,blue-collar,married,basic.9y,no,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
33.0,services,married,basic.4y,no,no,may,mon,3,999,0,nonexistent,-36.4,4.857,5191.0,no
58.0,entrepreneur,married,basic.4y,yes,no,may,mon,2,999,0,nonexistent,-36.4,4.857,5191.0,no
40.0,unemployed,divorced,high.school,no,no,may,tue,3,999,0,nonexistent,-36.4,4.857,5191.0,no
57.0,management,married,university.degree,yes,no,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
45.0,technician,married,high.school,yes,no,may,tue,3,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,blue-collar,married,basic.4y,yes,no,may,tue,3,999,0,nonexistent,-36.4,4.857,5191.0,no
46.0,admin.,married,university.degree,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
36.0,technician,married,university.degree,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
41.0,self-employed,married,high.school,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
57.0,admin.,divorced,basic.9y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
49.0,blue-collar,married,basic.9y,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
56.0,management,divorced,high.school,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
37.0,blue-collar,married,basic.9y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
37.0,blue-collar,married,basic.9y,no,yes,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
46.0,admin.,single,high.school,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
22.0,blue-collar,single,basic.9y,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
43.0,services,married,high.school,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
49.0,blue-collar,married,unknown,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
41.0,technician,married,basic.6y,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
38.0,admin.,single,university.degree,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
33.0,admin.,married,basic.9y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
49.0,admin.,married,university.degree,yes,yes,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
30.0,blue-collar,single,unknown,no,no,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
33.0,admin.,married,basic.9y,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
34.0,management,single,university.degree,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
30.0,student,single,unknown,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
59.0,management,married,basic.4y,yes,yes,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
59.0,management,married,basic.4y,unknown,unknown,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
41.0,self-employed,married,university.degree,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
48.0,housemaid,married,basic.6y,yes,yes,may,tue,4,999,0,nonexistent,-36.4,4.857,5191.0,no
28.0,unknown,single,unknown,yes,yes,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,yes
44.0,services,married,high.school,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,yes
59.0,retired,unknown,university.degree,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
50.0,management,married,high.school,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
35.0,admin.,married,university.degree,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,admin.,married,high.school,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
45.0,admin.,married,basic.9y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
36.0,technician,married,professional.course,no,no,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
56.0,services,married,high.school,no,no,may,tue,3,999,0,nonexistent,-36.4,4.857,5191.0,no
29.0,blue-collar,divorced,basic.4y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
41.0,self-employed,married,university.degree,yes,yes,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,blue-collar,married,basic.9y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
52.0,services,single,high.school,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
48.0,services,married,high.school,unknown,unknown,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
31.0,blue-collar,married,high.school,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
43.0,unemployed,married,university.degree,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
36.0,blue-collar,married,basic.4y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,entrepreneur,married,university.degree,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
52.0,services,divorced,basic.6y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
39.0,admin.,married,high.school,yes,no,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
36.0,services,married,high.school,no,yes,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,blue-collar,married,basic.9y,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
41.0,admin.,married,high.school,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
55.0,technician,married,basic.4y,no,yes,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
30.0,blue-collar,married,basic.9y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
57.0,retired,unknown,basic.4y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
45.0,entrepreneur,married,basic.4y,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
51.0,blue-collar,married,basic.4y,yes,yes,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
39.0,self-employed,single,basic.9y,yes,yes,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
47.0,admin.,married,high.school,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
27.0,services,married,high.school,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
34.0,technician,single,university.degree,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
57.0,blue-collar,married,basic.4y,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
43.0,entrepreneur,married,basic.4y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
49.0,blue-collar,married,basic.4y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
39.0,management,married,university.degree,no,no,may,tue,3,999,0,nonexistent,-36.4,4.857,5191.0,no
38.0,blue-collar,married,basic.4y,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
49.0,blue-collar,married,basic.9y,no,no,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
58.0,management,married,basic.6y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
43.0,technician,married,professional.course,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
50.0,unknown,married,unknown,yes,no,may,tue,3,999,0,nonexistent,-36.4,4.857,5191.0,no
31.0,services,married,high.school,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
43.0,self-employed,divorced,university.degree,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
43.0,self-employed,married,basic.9y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
30.0,self-employed,single,university.degree,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
27.0,services,single,professional.course,yes,yes,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
51.0,services,married,unknown,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
37.0,technician,married,professional.course,yes,no,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
46.0,housemaid,married,basic.9y,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
35.0,blue-collar,married,professional.course,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
47.0,admin.,divorced,university.degree,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
46.0,management,married,unknown,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
40.0,technician,married,professional.course,no,yes,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
26.0,housemaid,married,university.degree,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
32.0,blue-collar,divorced,basic.9y,no,no,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
45.0,management,married,university.degree,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
34.0,admin.,married,basic.9y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
47.0,blue-collar,married,unknown,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,technician,married,professional.course,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,yes
57.0,technician,married,basic.4y,no,yes,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
57.0,technician,married,basic.4y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
38.0,blue-collar,married,basic.4y,no,yes,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
57.0,technician,married,basic.4y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
28.0,student,single,basic.9y,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
60.0,management,married,university.degree,no,no,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
48.0,admin.,married,university.degree,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
47.0,technician,married,professional.course,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
40.0,admin.,married,high.school,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
51.0,management,married,professional.course,yes,no,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
48.0,unemployed,single,basic.4y,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
54.0,housemaid,married,basic.4y,no,no,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
40.0,blue-collar,married,basic.6y,no,yes,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
44.0,admin.,single,basic.9y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,technician,divorced,high.school,no,no,may,tue,4,999,0,nonexistent,-36.4,4.857,5191.0,no
52.0,self-employed,married,university.degree,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
31.0,blue-collar,single,basic.9y,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
32.0,services,married,high.school,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
44.0,admin.,married,high.school,yes,yes,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
39.0,management,married,basic.6y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
57.0,management,married,professional.course,yes,no,may,tue,3,999,0,nonexistent,-36.4,4.857,5191.0,no
52.0,admin.,married,basic.4y,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,management,married,university.degree,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,yes
42.0,technician,single,professional.course,unknown,unknown,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
43.0,management,married,professional.course,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
31.0,admin.,divorced,high.school,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
29.0,admin.,married,university.degree,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
57.0,blue-collar,divorced,basic.4y,no,no,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
44.0,blue-collar,married,basic.9y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
59.0,unknown,married,unknown,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
39.0,blue-collar,married,basic.4y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
57.0,retired,married,university.degree,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
41.0,management,married,unknown,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
37.0,technician,single,high.school,no,yes,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
38.0,services,married,high.school,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
42.0,retired,married,basic.4y,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
49.0,unknown,married,unknown,yes,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
54.0,management,married,basic.6y,yes,yes,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
36.0,admin.,married,university.degree,unknown,unknown,may,tue,2,999,0,nonexistent,-36.4,4.857,5191.0,no
32.0,admin.,single,university.degree,no,no,may,tue,1,999,0,nonexistent,-36.4,4.857,5191.0,no
